sample	chromosome	start	end	segVal
OK046	22	17400001	51200000	1
OK047	1	900001	58900000	2
OK047	1	58900001	83200000	2
OK047	1	83200001	9.1e+07	3
OK047	1	91000001	94300000	2
OK047	1	94300001	101700000	2
OK047	1	101700001	116800000	2
OK047	1	116800001	121300000	2
OK047	1	145400001	153600000	4
OK047	1	153600001	158900000	3
OK047	1	158900001	169600000	4
OK047	1	169600001	173600000	2
OK047	1	173700001	192700000	2
OK047	1	192700001	236100000	4
OK047	1	236100001	249200000	3
OK047	2	100001	3100000	4
OK047	2	3100001	8300000	3
OK047	2	8300001	1.2e+07	3
OK047	2	12000001	21500000	4
OK047	2	21600001	27800000	3
OK047	2	27800001	40800000	4
OK047	2	40800001	44200000	4
OK047	2	44200001	45400000	3
OK047	2	45400001	47400000	4
OK047	2	47400001	50200000	3
OK047	2	50200001	62600000	4
OK047	2	62600001	63100000	7
OK047	2	63100001	72200000	4
OK047	2	72200001	88900000	3
OK047	2	88900001	98400000	4
OK047	2	98400001	100400000	6
OK047	2	100400001	105600000	15
OK047	2	105600001	110500000	22
OK047	2	110900001	131900000	2
OK047	2	133200001	1.35e+08	2
OK047	2	135000001	137600000	2
OK047	2	137600001	138400000	1
OK047	2	138400001	139700000	3
OK047	2	139700001	142600000	2
OK047	2	142600001	154500000	2
OK047	2	154500001	154900000	1
OK047	2	154900001	167100000	3
OK047	2	167100001	175400000	2
OK047	2	175400001	202700000	3
OK047	2	202700001	213400000	2
OK047	2	213400001	214400000	2
OK047	2	214400001	228200000	1
OK047	2	228200001	2.29e+08	4
OK047	2	229000001	234500000	2
OK047	2	234500001	235700000	3
OK047	2	235700001	237300000	1
OK047	2	237300001	241600000	1
OK047	2	241600001	2.43e+08	0
OK047	3	100001	90200000	1
OK047	3	93600001	9.7e+07	4
OK047	3	97000001	105100000	3
OK047	3	105100001	108800000	4
OK047	3	108800001	109200000	3
OK047	3	109200001	110500000	4
OK047	3	110500001	1.16e+08	4
OK047	3	116000001	118300000	4
OK047	3	118300001	143500000	3
OK047	3	143500001	147800000	3
OK047	3	147800001	148300000	10
OK047	3	148400001	153200000	15
OK047	3	153200001	153800000	8
OK047	3	153800001	155200000	14
OK047	3	155200001	158700000	9
OK047	3	158800001	161200000	8
OK047	3	161200001	162500000	7
OK047	3	162800001	165200000	6
OK047	3	165200001	167700000	8
OK047	3	167700001	168900000	9
OK047	3	168900001	169500000	8
OK047	3	169500001	177100000	6
OK047	3	177100001	178500000	7
OK047	3	178500001	181700000	5
OK047	3	181700001	183200000	7
OK047	3	183200001	188100000	5
OK047	3	188100001	190500000	7
OK047	3	190500001	191800000	6
OK047	3	191800001	197800000	4
OK047	4	100001	9900000	1
OK047	4	9900001	30100000	1
OK047	4	30100001	34900000	3
OK047	4	34900001	37300000	4
OK047	4	37300001	45800000	5
OK047	4	45800001	47600000	3
OK047	4	47600001	4.9e+07	1
OK047	4	52700001	56300000	3
OK047	4	56300001	6.2e+07	1
OK047	4	62000001	1.76e+08	2
OK047	4	176000001	190800000	2
OK047	5	100001	12600000	3
OK047	5	12600001	36100000	4
OK047	5	36100001	44900000	4
OK047	5	44900001	45900000	4
OK047	5	49600001	56200000	2
OK047	5	56200001	66300000	1
OK047	5	66300001	1.36e+08	2
OK047	5	136000001	173500000	2
OK047	5	173500001	180700000	1
OK047	6	400001	44800000	3
OK047	6	44900001	62600000	3
OK047	6	62600001	65900000	3
OK047	6	65900001	70300000	2
OK047	6	70300001	73400000	3
OK047	6	73400001	74600000	2
OK047	6	74600001	76200000	3
OK047	6	76200001	79300000	2
OK047	6	79300001	83600000	3
OK047	6	83600001	111700000	2
OK047	6	111700001	147700000	3
OK047	6	147700001	170900000	2
OK047	7	1	6800000	4
OK047	7	7100001	8600000	5
OK047	7	8600001	12100000	4
OK047	7	12100001	13800000	5
OK047	7	13800001	15400000	4
OK047	7	15400001	16100000	5
OK047	7	16100001	1.9e+07	5
OK047	7	19000001	50500000	5
OK047	7	50500001	54400000	6
OK047	7	54400001	56600000	7
OK047	7	64700001	66300000	3
OK047	7	66300001	68400000	1
OK047	7	68400001	75900000	2
OK047	7	75900001	79600000	3
OK047	7	79600001	80800000	2
OK047	7	80800001	1.01e+08	4
OK047	7	101000001	102100000	3
OK047	7	102400001	105500000	8
OK047	7	105500001	127100000	1
OK047	7	127100001	133700000	1
OK047	7	133700001	157200000	3
OK047	7	157200001	159100000	2
OK047	8	400001	4800000	0
OK047	8	4800001	11800000	1
OK047	8	12600001	23300000	1
OK047	8	23300001	27200000	3
OK047	8	27200001	32200000	6
OK047	8	32200001	33300000	3
OK047	8	33300001	36500000	4
OK047	8	36500001	4.1e+07	5
OK047	8	41000001	42500000	4
OK047	8	42500001	48500000	3
OK047	8	48500001	8.2e+07	2
OK047	8	82000001	84300000	3
OK047	8	84300001	94200000	2
OK047	8	94200001	99500000	3
OK047	8	99500001	110800000	3
OK047	8	110800001	115200000	3
OK047	8	115200001	1.16e+08	3
OK047	8	116000001	1.17e+08	4
OK047	8	117000001	120300000	3
OK047	8	120300001	126900000	4
OK047	8	126900001	128900000	9
OK047	8	128900001	1.35e+08	3
OK047	8	135000001	146200000	2
OK047	9	200001	20100000	1
OK047	9	20100001	23200000	2
OK047	9	23200001	38800000	1
OK047	9	71000001	75300000	2
OK047	9	75300001	76400000	3
OK047	9	76400001	90500000	2
OK047	9	90500001	91300000	1
OK047	9	91300001	1.31e+08	2
OK047	9	131000001	1.41e+08	2
OK047	10	100001	1900000	4
OK047	10	1900001	3400000	3
OK047	10	3400001	5800000	4
OK047	10	5800001	20400000	3
OK047	10	20400001	38500000	3
OK047	10	42900001	45400000	2
OK047	10	45400001	55100000	2
OK047	10	55100001	64800000	1
OK047	10	64800001	89500000	1
OK047	10	89500001	93600000	2
OK047	10	93600001	131500000	1
OK047	10	131500001	135400000	1
OK047	11	200001	55500000	1
OK047	11	55500001	68200000	3
OK047	11	68200001	70400000	9
OK047	11	70400001	72100000	5
OK047	11	72200001	112600000	1
OK047	11	112600001	134800000	1
OK047	12	200001	9800000	2
OK047	12	9800001	23700000	3
OK047	12	23700001	31500000	3
OK047	12	31500001	33400000	2
OK047	12	33400001	40600000	3
OK047	12	40600001	48900000	3
OK047	12	48900001	52400000	3
OK047	12	52400001	53100000	4
OK047	12	53100001	54300000	3
OK047	12	54400001	61600000	4
OK047	12	61600001	84400000	3
OK047	12	84400001	93300000	3
OK047	12	93300001	109200000	2
OK047	12	109200001	133800000	2
OK047	13	19400001	25500000	1
OK047	13	25500001	2.7e+07	2
OK047	13	27000001	73600000	1
OK047	13	73600001	74600000	3
OK047	13	74600001	1.12e+08	1
OK047	13	112000001	115169878	1
OK047	14	20400001	22100000	3
OK047	14	22200001	24900000	1
OK047	14	25000001	31900000	3
OK047	14	31900001	71600000	4
OK047	14	71600001	80400000	3
OK047	14	80400001	86300000	4
OK047	14	86300001	107300000	3
OK047	15	22800001	3e+07	1
OK047	15	30000001	35400000	1
OK047	15	35400001	40700000	1
OK047	15	40700001	43600000	1
OK047	15	43600001	102400000	3
OK047	16	100001	31900000	2
OK047	16	34300001	76600000	5
OK047	16	76600001	77300000	5
OK047	16	77300001	79200000	5
OK047	16	79200001	83100000	5
OK047	16	83100001	90100000	4
OK047	17	1	21100000	2
OK047	17	21100001	38200000	3
OK047	17	38200001	39900000	4
OK047	17	39900001	81100000	3
OK047	18	200001	1e+06	8
OK047	18	1000001	6e+06	9
OK047	18	6000001	7100000	7
OK047	18	7100001	8100000	2
OK047	18	8100001	10600000	3
OK047	18	10700001	19800000	3
OK047	18	19900001	27400000	3
OK047	18	27400001	34500000	3
OK047	18	34500001	4.1e+07	3
OK047	18	41000001	62900000	3
OK047	18	62900001	78077248	3
OK047	19	300001	37600000	2
OK047	19	37600001	39400000	13
OK047	19	39400001	46300000	3
OK047	19	46300001	54600000	1
OK047	19	54600001	59100000	1
OK047	20	1	5800000	1
OK047	20	5800001	10500000	1
OK047	20	10500001	11500000	2
OK047	20	11500001	23600000	1
OK047	20	23800001	25700000	2
OK047	20	26100001	37900000	3
OK047	20	37900001	40600000	3
OK047	20	40600001	43100000	2
OK047	20	43100001	58800000	3
OK047	20	58800001	62900000	3
OK047	21	15500001	2e+07	2
OK047	21	20000001	22600000	1
OK047	21	22600001	27600000	2
OK047	21	27600001	31800000	2
OK047	21	31900001	40600000	1
OK047	21	40600001	48100000	1
OK047	22	17400001	51200000	3
OK050	1	900001	249200000	2
OK050	2	100001	13500000	2
OK050	2	13600001	14400000	3
OK050	2	14400001	2.43e+08	2
OK050	3	100001	90200000	2
OK050	3	93600001	197800000	2
OK050	4	100001	47100000	1
OK050	4	47100001	91200000	2
OK050	4	91200001	91900000	1
OK050	4	91900001	190800000	2
OK050	5	100001	15400000	2
OK050	5	15400001	45900000	2
OK050	5	49600001	154700000	1
OK050	5	154800001	155600000	1
OK050	5	155600001	180700000	1
OK050	6	400001	170900000	2
OK050	7	1	67200000	2
OK050	7	67200001	75900000	2
OK050	7	75900001	159100000	2
OK050	8	400001	81700000	2
OK050	8	81700001	124800000	1
OK050	8	124800001	146200000	2
OK050	9	200001	9100000	2
OK050	9	9100001	10400000	1
OK050	9	10400001	21700000	2
OK050	9	21700001	22500000	1
OK050	9	22500001	137400000	2
OK050	9	137400001	138900000	3
OK050	9	139000001	1.41e+08	2
OK050	10	100001	14300000	2
OK050	10	14300001	22600000	2
OK050	10	22600001	37700000	2
OK050	10	37900001	135400000	2
OK050	11	200001	6.7e+07	2
OK050	11	67000001	68600000	3
OK050	11	68600001	70400000	9
OK050	11	70400001	71900000	3
OK050	11	71900001	134800000	1
OK050	12	200001	133800000	2
OK050	13	19400001	115169878	1
OK050	14	20400001	107300000	2
OK050	15	22800001	102400000	1
OK050	16	100001	90100000	2
OK050	17	1	81100000	2
OK050	18	200001	78077248	2
OK050	19	300001	2300000	1
OK050	19	2300001	2.9e+07	2
OK050	19	29000001	31100000	3
OK050	19	31100001	32500000	4
OK050	19	32500001	33500000	2
OK050	19	33500001	3.8e+07	1
OK050	19	38000001	43200000	3
OK050	19	44000001	47400000	3
OK050	19	47400001	51400000	1
OK050	19	51400001	5.3e+07	3
OK050	19	53500001	56300000	2
OK050	19	56300001	57700000	2
OK050	19	57700001	59100000	2
OK050	20	1	62900000	2
OK050	21	15500001	48100000	2
OK050	22	17400001	51200000	2
OK052	1	900001	99200000	4
OK052	1	99200001	121300000	0
OK052	1	145400001	235300000	2
OK052	1	235300001	245700000	2
OK052	1	245700001	249200000	3
OK052	2	100001	7e+05	2
OK052	2	800001	5600000	0
OK052	2	5900001	6700000	2
OK052	2	6700001	13800000	0
OK052	2	13800001	14300000	2
OK052	2	14300001	22800000	0
OK052	2	22800001	84100000	2
OK052	2	84100001	85300000	13
OK052	2	85300001	8.9e+07	3
OK052	2	95600001	115900000	6
OK052	2	115900001	118100000	7
OK052	2	118100001	119700000	6
OK052	2	119700001	121700000	8
OK052	2	121700001	122800000	10
OK052	2	122800001	125400000	0
OK052	2	125500001	126400000	9
OK052	2	126400001	168700000	0
OK052	2	168700001	173600000	9
OK052	2	173600001	191600000	6
OK052	2	191600001	192800000	8
OK052	2	192800001	2.03e+08	6
OK052	2	203000001	204400000	5
OK052	2	204400001	210400000	6
OK052	2	210500001	2.43e+08	0
OK052	3	100001	88900000	0
OK052	3	88900001	197800000	2
OK052	4	100001	190800000	2
OK052	5	100001	180700000	2
OK052	6	400001	55900000	2
OK052	6	55900001	98400000	6
OK052	6	98400001	141500000	2
OK052	6	141500001	147100000	1
OK052	6	147100001	170900000	2
OK052	7	1	66400000	2
OK052	7	66800001	75900000	2
OK052	7	75900001	110600000	2
OK052	7	110600001	159100000	0
OK052	8	400001	36500000	0
OK052	8	36500001	3.7e+07	2
OK052	8	37000001	43300000	0
OK052	8	48000001	7e+07	4
OK052	8	70000001	146200000	2
OK052	9	200001	78600000	0
OK052	9	78600001	1.41e+08	2
OK052	10	100001	43700000	4
OK052	10	43700001	48500000	1
OK052	10	48500001	65600000	0
OK052	10	65600001	9.2e+07	2
OK052	10	92000001	135400000	0
OK052	11	200001	134800000	2
OK052	12	200001	23800000	0
OK052	12	23800001	25500000	4
OK052	12	25500001	30100000	7
OK052	12	30100001	128200000	2
OK052	12	128200001	133800000	0
OK052	13	19400001	115169878	0
OK052	14	20400001	30200000	2
OK052	14	30200001	7.9e+07	4
OK052	14	79000001	107300000	6
OK052	15	22800001	102400000	2
OK052	16	100001	90100000	2
OK052	17	1	81100000	2
OK052	18	200001	14100000	2
OK052	18	18600001	23800000	2
OK052	18	23800001	2.5e+07	24
OK052	18	25000001	26100000	9
OK052	18	26100001	27300000	6
OK052	18	27300001	29800000	3
OK052	18	29800001	6.4e+07	0
OK052	18	64000001	78077248	2
OK052	19	300001	59100000	2
OK052	20	1	62900000	2
OK052	21	15500001	48100000	2
OK052	22	17400001	51200000	2
OK053	1	900001	145700000	2
OK053	1	146500001	249200000	2
OK053	2	100001	72700000	3
OK053	2	72700001	200900000	3
OK053	2	200900001	239500000	2
OK053	2	239500001	2.43e+08	3
OK053	3	100001	11200000	2
OK053	3	11200001	11700000	0
OK053	3	11700001	93800000	2
OK053	3	93800001	96100000	3
OK053	3	96100001	140700000	4
OK053	3	140700001	141100000	6
OK053	3	141100001	197800000	4
OK053	4	100001	57500000	2
OK053	4	57500001	97900000	3
OK053	4	97900001	1.01e+08	2
OK053	4	101000001	103800000	3
OK053	4	103900001	190800000	2
OK053	5	100001	3100000	5
OK053	5	3200001	31700000	4
OK053	5	31700001	45900000	4
OK053	5	49600001	178800000	2
OK053	5	178800001	180700000	3
OK053	6	400001	57200000	2
OK053	6	57600001	170900000	3
OK053	7	1	66900000	3
OK053	7	66900001	77600000	3
OK053	7	77600001	110600000	3
OK053	7	110600001	159100000	2
OK053	8	400001	4.3e+07	2
OK053	8	43100001	50700000	3
OK053	8	50700001	68800000	1
OK053	8	68800001	104900000	2
OK053	8	104900001	146200000	4
OK053	9	200001	97800000	2
OK053	9	97800001	1.41e+08	2
OK053	10	100001	84200000	2
OK053	10	84200001	135400000	2
OK053	11	200001	134800000	2
OK053	12	200001	133800000	2
OK053	13	19400001	115169878	2
OK053	14	20400001	107300000	2
OK053	15	22800001	102400000	2
OK053	16	100001	82700000	2
OK053	16	82700001	83700000	1
OK053	16	83700001	90100000	2
OK053	17	1	56700000	3
OK053	17	56700001	81100000	2
OK053	18	200001	78077248	3
OK053	19	300001	59100000	2
OK053	20	1	62900000	2
OK053	21	15500001	48100000	2
OK053	22	17400001	51200000	2
OK057	1	900001	34200000	0
OK057	1	34200001	3.8e+07	Inf
OK057	1	38100001	69600000	0
OK057	1	69600001	71300000	Inf
OK057	1	71300001	72400000	-Inf
OK057	1	72400001	84400000	0
OK057	1	84400001	121300000	0
OK057	1	145400001	249200000	0
OK057	2	100001	95900000	0
OK057	2	95900001	96800000	-Inf
OK057	2	96800001	1.3e+08	0
OK057	2	130100001	2.43e+08	0
OK057	3	100001	55200000	-Inf
OK057	3	55200001	55800000	0
OK057	3	55800001	95100000	0
OK057	3	95100001	197800000	0
OK057	4	100001	44100000	0
OK057	4	44100001	75200000	Inf
OK057	4	75200001	190800000	0
OK057	5	100001	45900000	Inf
OK057	5	49600001	180700000	0
OK057	6	400001	5.4e+07	0
OK057	6	54000001	170900000	0
OK057	7	1	159100000	0
OK057	8	400001	1.5e+07	0
OK057	8	15000001	146200000	0
OK057	9	200001	1.41e+08	0
OK057	10	100001	21100000	Inf
OK057	10	21100001	21500000	0
OK057	10	21500001	135400000	0
OK057	11	200001	50300000	0
OK057	11	55100001	71300000	0
OK057	11	71700001	134800000	0
OK057	12	200001	48700000	0
OK057	12	48700001	58900000	0
OK057	12	58900001	1.01e+08	0
OK057	12	101000001	133800000	0
OK057	13	19400001	3.6e+07	0
OK057	13	36000001	113400000	0
OK057	13	113400001	115169878	0
OK057	14	20400001	51400000	0
OK057	14	51400001	5.2e+07	0
OK057	14	52000001	107300000	0
OK057	15	22800001	102400000	0
OK057	16	100001	90100000	0
OK057	17	1	81100000	0
OK057	18	200001	67500000	0
OK057	18	67500001	71500000	0
OK057	18	71500001	78077248	0
OK057	19	300001	6500000	0
OK057	19	6500001	9400000	0
OK057	19	9400001	17300000	0
OK057	19	17300001	18200000	Inf
OK057	19	18200001	59100000	0
OK057	20	1	19800000	0
OK057	20	19800001	26200000	-Inf
OK057	20	29900001	62900000	0
OK057	21	15500001	48100000	0
OK057	22	17400001	22200000	-Inf
OK057	22	22300001	2.7e+07	0
OK057	22	27000001	51200000	0
OK059	1	900001	249200000	2
OK059	2	100001	238900000	2
OK059	2	238900001	2.43e+08	2
OK059	3	100001	197800000	2
OK059	4	100001	190800000	2
OK059	5	100001	180700000	2
OK059	6	400001	170900000	2
OK059	7	1	66400000	2
OK059	7	66800001	77400000	2
OK059	7	77400001	159100000	2
OK059	8	400001	42400000	2
OK059	8	42400001	50100000	2
OK059	8	50100001	145300000	2
OK059	8	145500001	1.46e+08	2
OK059	8	146000001	146200000	2
OK059	9	200001	1.41e+08	2
OK059	10	100001	37700000	2
OK059	10	37900001	4.5e+07	2
OK059	10	45000001	135400000	2
OK059	11	200001	134800000	2
OK059	12	200001	133800000	2
OK059	13	19400001	111100000	2
OK059	13	111100001	115169878	2
OK059	14	20400001	22400000	2
OK059	14	22400001	2.3e+07	1
OK059	14	23000001	107300000	2
OK059	15	22800001	102400000	2
OK059	16	100001	3900000	2
OK059	16	3900001	86500000	2
OK059	16	86500001	90100000	2
OK059	17	1	81100000	2
OK059	18	200001	71700000	2
OK059	18	71700001	78077248	2
OK059	19	300001	59100000	2
OK059	20	1	22700000	2
OK059	20	22700001	26200000	2
OK059	20	29900001	62900000	2
OK059	21	15500001	43300000	2
OK059	21	43300001	48100000	2
OK059	22	17400001	51200000	2
OK063	1	900001	83100000	2
OK063	1	83100001	120500000	-3
OK063	1	121200001	194600000	2
OK063	1	194600001	2.27e+08	8
OK063	1	227000001	2.29e+08	18
OK063	1	229000001	249200000	7
OK063	2	100001	142100000	2
OK063	2	142100001	2.43e+08	1
OK063	3	100001	55800000	-3
OK063	3	55800001	128300000	2
OK063	3	128300001	175100000	8
OK063	3	175100001	197800000	12
OK063	4	100001	4.9e+07	-3
OK063	4	52700001	84600000	2
OK063	4	84600001	1.06e+08	0
OK063	4	106000001	190800000	-2
OK063	5	100001	49800000	3
OK063	5	49800001	52500000	8
OK063	5	52500001	53100000	4
OK063	5	53100001	64200000	-3
OK063	5	64200001	65300000	6
OK063	5	65300001	180700000	-3
OK063	6	400001	1.07e+08	2
OK063	6	107000001	107800000	7
OK063	6	107800001	170900000	2
OK063	7	1	73700000	2
OK063	7	73700001	78400000	-3
OK063	7	78500001	83300000	3
OK063	7	83300001	86600000	-3
OK063	7	86600001	8.7e+07	17
OK063	7	87000001	9e+07	30
OK063	7	90000001	90900000	15
OK063	7	90900001	91800000	25
OK063	7	91800001	96700000	18
OK063	7	96700001	97300000	-2
OK063	7	97300001	100100000	7
OK063	7	100100001	101800000	20
OK063	7	101800001	103500000	11
OK063	7	103500001	104900000	47
OK063	7	105000001	159100000	-3
OK063	8	400001	35500000	-3
OK063	8	35500001	66100000	2
OK063	8	66100001	72200000	8
OK063	8	72200001	89200000	2
OK063	8	89200001	92200000	-3
OK063	8	92200001	121400000	2
OK063	8	121400001	140600000	7
OK063	8	140700001	141400000	2
OK063	8	141400001	146200000	7
OK063	9	200001	7500000	8
OK063	9	7500001	17900000	2
OK063	9	17900001	35300000	-3
OK063	9	35300001	1.41e+08	2
OK063	10	100001	135400000	2
OK063	11	200001	32800000	-3
OK063	11	32800001	36100000	28
OK063	11	36100001	36600000	47
OK063	11	36600001	38900000	37
OK063	11	38900001	40800000	50
OK063	11	40900001	42500000	32
OK063	11	42500001	48300000	12
OK063	11	49900001	68700000	3
OK063	11	68700001	70400000	41
OK063	11	70400001	134800000	-2
OK063	12	200001	133800000	2
OK063	13	19400001	29900000	2
OK063	13	29900001	33900000	7
OK063	13	33900001	38500000	13
OK063	13	38500001	3.9e+07	6
OK063	13	39000001	115169878	-3
OK063	14	20400001	25300000	2
OK063	14	25300001	107300000	-3
OK063	15	22800001	102400000	2
OK063	16	100001	34400000	2
OK063	16	46600001	90100000	-3
OK063	17	1	81100000	2
OK063	18	200001	3500000	8
OK063	18	3500001	78077248	2
OK063	19	300001	34300000	2
OK063	19	34300001	44100000	-3
OK063	19	44100001	59100000	2
OK063	20	1	12200000	0
OK063	20	12200001	26200000	-3
OK063	20	29900001	62900000	2
OK063	21	15500001	17900000	3
OK063	21	17900001	48100000	-3
OK063	22	17400001	29500000	-3
OK063	22	29500001	31800000	2
OK063	22	31800001	32400000	-2
OK063	22	32400001	51200000	2
OK068	1	900001	249200000	3
OK068	2	100001	2.43e+08	2
OK068	3	100001	90200000	-1
OK068	3	93600001	197800000	7
OK068	4	100001	1.7e+07	-1
OK068	4	17100001	182700000	2
OK068	4	182700001	189100000	-1
OK068	4	189200001	190800000	5
OK068	5	100001	180700000	2
OK068	6	400001	36500000	5
OK068	6	36600001	64800000	2
OK068	6	64800001	170900000	-1
OK068	7	1	64800000	2
OK068	7	64800001	1.23e+08	5
OK068	7	123000001	124100000	14
OK068	7	124100001	130200000	10
OK068	7	130300001	130800000	25
OK068	7	130800001	159100000	-1
OK068	8	400001	1e+06	6
OK068	8	1000001	146200000	2
OK068	9	200001	38700000	2
OK068	9	38700001	74300000	-1
OK068	9	74300001	90600000	2
OK068	9	90600001	1.41e+08	5
OK068	10	100001	1.26e+08	2
OK068	10	126000001	135400000	0
OK068	11	200001	50300000	2
OK068	11	55100001	6.9e+07	-1
OK068	11	69000001	69600000	33
OK068	11	69600001	70200000	16
OK068	11	70200001	71300000	6
OK068	11	71700001	78400000	7
OK068	11	78400001	130400000	-1
OK068	11	130400001	132700000	7
OK068	11	132700001	134800000	3
OK068	12	200001	34100000	-1
OK068	12	38800001	133800000	2
OK068	13	19400001	115169878	0
OK068	14	20400001	107300000	2
OK068	15	22800001	102400000	2
OK068	16	100001	7400000	-1
OK068	16	7400001	8300000	15
OK068	16	8300001	9500000	19
OK068	16	9500001	12700000	7
OK068	16	12700001	90100000	2
OK068	17	1	26400000	2
OK068	17	26400001	35300000	-1
OK068	17	35300001	81100000	2
OK068	18	200001	8200000	5
OK068	18	8200001	78077248	2
OK068	19	300001	29600000	2
OK068	19	29600001	30800000	24
OK068	19	30800001	41700000	10
OK068	19	41700001	45600000	-1
OK068	19	45600001	59100000	4
OK068	20	1	62900000	2
OK068	21	15500001	48100000	2
OK068	22	17400001	51200000	2
OK069	1	900001	109700000	2
OK069	1	109800001	249200000	2
OK069	2	100001	128300000	3
OK069	2	128300001	129900000	4
OK069	2	129900001	2.43e+08	2
OK069	3	100001	90200000	2
OK069	3	93600001	167400000	3
OK069	3	167400001	171800000	5
OK069	3	171800001	181400000	4
OK069	3	181400001	183300000	14
OK069	3	183300001	184400000	6
OK069	3	184400001	197800000	3
OK069	4	100001	1.76e+08	2
OK069	4	176000001	190800000	1
OK069	5	100001	45900000	3
OK069	5	49600001	180700000	2
OK069	6	400001	53800000	2
OK069	6	53800001	57200000	3
OK069	6	57600001	170900000	2
OK069	7	1	6800000	2
OK069	7	7100001	71500000	2
OK069	7	71500001	82500000	5
OK069	7	82500001	159100000	2
OK069	8	400001	35600000	1
OK069	8	35600001	69500000	2
OK069	8	69500001	146200000	2
OK069	9	200001	1200000	1
OK069	9	1300001	6300000	3
OK069	9	6400001	9200000	1
OK069	9	9200001	13300000	1
OK069	9	13300001	13700000	2
OK069	9	13700001	17800000	4
OK069	9	17800001	19100000	2
OK069	9	19100001	26300000	1
OK069	9	26300001	31900000	2
OK069	9	31900001	3.3e+07	3
OK069	9	33000001	37900000	5
OK069	9	37900001	103500000	2
OK069	9	103500001	104700000	7
OK069	9	104700001	107300000	2
OK069	9	107300001	110600000	5
OK069	9	110600001	115300000	2
OK069	9	115300001	116500000	5
OK069	9	116500001	1.41e+08	2
OK069	10	100001	135400000	2
OK069	11	200001	134800000	2
OK069	12	200001	133800000	2
OK069	13	19400001	84600000	2
OK069	13	84600001	115169878	2
OK069	14	20400001	53100000	3
OK069	14	53200001	79500000	2
OK069	14	79500001	107300000	3
OK069	15	22800001	3.9e+07	1
OK069	15	39000001	102400000	2
OK069	16	100001	72400000	2
OK069	16	72400001	90100000	1
OK069	17	1	25900000	2
OK069	17	25900001	27100000	5
OK069	17	27100001	30100000	2
OK069	17	30100001	31400000	6
OK069	17	31400001	81100000	2
OK069	18	200001	9200000	2
OK069	18	9200001	13100000	4
OK069	18	13100001	18800000	2
OK069	18	18800001	23600000	4
OK069	18	23600001	78077248	2
OK069	19	300001	59100000	2
OK069	20	1	49500000	3
OK069	20	49500001	62900000	2
OK069	21	15500001	18400000	2
OK069	21	18400001	37600000	1
OK069	21	37600001	48100000	1
OK069	22	17400001	51200000	2
OK078	1	900001	249200000	0
OK078	2	100001	2.43e+08	0
OK078	3	100001	197800000	0
OK078	4	100001	190800000	0
OK078	5	100001	180700000	0
OK078	6	400001	170900000	0
OK078	7	1	159100000	0
OK078	8	400001	146200000	0
OK078	9	200001	1.41e+08	0
OK078	10	100001	135400000	0
OK078	11	200001	134800000	0
OK078	12	200001	133800000	0
OK078	13	19400001	115169878	0
OK078	14	20400001	107300000	0
OK078	15	22800001	102400000	0
OK078	16	100001	90100000	0
OK078	17	1	81100000	0
OK078	18	200001	78077248	0
OK078	19	300001	59100000	0
OK078	20	1	62900000	0
OK078	21	15500001	48100000	0
OK078	22	17400001	51200000	0
OK080	1	900001	121300000	2
OK080	1	145400001	190500000	3
OK080	1	190500001	209400000	2
OK080	1	209500001	249200000	3
OK080	2	100001	34800000	2
OK080	2	34800001	51800000	2
OK080	2	51800001	52500000	6
OK080	2	52500001	7.4e+07	3
OK080	2	74000001	1.02e+08	2
OK080	2	102000001	191400000	2
OK080	2	191500001	204300000	2
OK080	2	204300001	205800000	3
OK080	2	205800001	213600000	2
OK080	2	213600001	219300000	3
OK080	2	219300001	224700000	2
OK080	2	224700001	231800000	3
OK080	2	231800001	233600000	2
OK080	2	233600001	234400000	3
OK080	2	234400001	238500000	2
OK080	2	238600001	2.43e+08	3
OK080	3	100001	67400000	2
OK080	3	67400001	67800000	0
OK080	3	67900001	90200000	2
OK080	3	93600001	116500000	3
OK080	3	116500001	162500000	4
OK080	3	162800001	190500000	5
OK080	3	190500001	197800000	5
OK080	4	100001	44700000	2
OK080	4	44700001	46200000	3
OK080	4	46200001	64800000	2
OK080	4	64800001	70200000	3
OK080	4	70300001	79600000	4
OK080	4	79600001	90700000	3
OK080	4	90700001	190800000	2
OK080	5	100001	2200000	5
OK080	5	2200001	5200000	4
OK080	5	5200001	7100000	3
OK080	5	7200001	10800000	2
OK080	5	10800001	1.2e+07	3
OK080	5	12000001	1.3e+07	4
OK080	5	13000001	17500000	3
OK080	5	17700001	19200000	4
OK080	5	19200001	21300000	3
OK080	5	21600001	2.5e+07	2
OK080	5	25000001	26400000	1
OK080	5	26400001	27300000	2
OK080	5	27300001	28300000	2
OK080	5	28300001	107300000	2
OK080	5	107300001	107800000	1
OK080	5	107800001	144700000	2
OK080	5	144700001	145300000	4
OK080	5	145300001	180700000	2
OK080	6	400001	57700000	2
OK080	6	62300001	63800000	8
OK080	6	63800001	65700000	3
OK080	6	65700001	68800000	2
OK080	6	68800001	170900000	2
OK080	7	1	53400000	2
OK080	7	53400001	54400000	4
OK080	7	54400001	56100000	5
OK080	7	56200001	159100000	2
OK080	8	400001	3100000	1
OK080	8	3100001	5e+06	1
OK080	8	5000001	3.6e+07	2
OK080	8	36000001	37600000	9
OK080	8	37600001	38700000	6
OK080	8	38700001	57100000	4
OK080	8	57100001	99700000	3
